"id","profileName","text","date","title","rating","images","helpful"
"R17LZY6WMRQS98","Shubham","
  An amazing book, well written and well structured, which keeps you engrossed till the very end. Great insights on how to form good habits.
","Reviewed in India on 8 September 2021","A guide to build good habits and lose bad ones",5,"",0
"R3T2X6PTYG3S6N","ssp","
  Simple an effective. Chapter summaries will lock the ideas deeply into our minds.Its a go back to book, keep refering kind of read.
","Reviewed in India on 11 May 2020","Wonderful book. Will go a long way in my life because of this book. I recommend,  that do not miss this book.",5,"",0
"R1K68A8FKJ9126","Amazon Customer","
  This is something very different  and interesting to read.This book gives thorough information  about habits and so many new and practical insights  on it.A must read book...
","Reviewed in India on 23 December 2020","Awesome Book",4,"",0
"RMVBASWDC9TQW","Mere customer","
  The perfect guide to build good habits.5* for the contents in it.5* for the page and print quality.
","Reviewed in India on 15 May 2021","Highly recommended.",5,"https://images-na.ssl-images-amazon.com/images/I/91WFaXewHFL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1bZwpOddrL.jpg",0
"R11MGGFI4NPF24","Heena Sharma","
  Amazing book to read.... How tiny little actions describes or makes our life.Surely gives a practical tips to apply and how you can make impact full habits which change your life drastically.
","Reviewed in India on 4 January 2021","Small tiny changes leads to big giant leap",5,"",0
"R3W2V3WI4R5AYD","Jassi","
  It's a book for any teenager or a person who wants to set a routine for himself or we can say a person that believes in processes or systems as mentioned in the book and the best way to improve your systems is by by developing atomic or small habits that sums up and improve everyday by 1%.
","Reviewed in India on 20 October 2019","Must for people who prefer process over result.",4,"",0
"R3F4A5PNWOP41X","Manish Mehra","
  The book gives simple do's and don't s for ordering yourself and lead  a fulfilling life. It reinforces the concept of believing in your strengths and to make life choices as per your personality
","Reviewed in India on 17 April 2021","Tips for self improvement",4,"",0
"R1BDK1HDYUWMSN","shobhit verm","
   The Product Delivered is in torn state, I would have assumed the book being so costly so the quality would be great.
","Reviewed in India on 10 December 2020","Paperback quality not that great.",3,"https://images-na.ssl-images-amazon.com/images/I/814MTLGNODL.jpg
https://images-na.ssl-images-amazon.com/images/I/8159FFf0K1L.jpg
https://images-na.ssl-images-amazon.com/images/I/81hXhRhrF9L.jpg",0
"RQJ8EB596ZRXT","Ashvant Shanmugam","
  Interesting read. You build an idea of how habits influence you but never really understand them. This book helps you do so.
","Reviewed in India on 10 September 2019","Great reading to formulate ideas about how positive and negative habits influence you.",5,"",0
"R15WNU7KPKS2NG","Priyanka","
  Written in simple language with applicable actions.. it does not preach but guides to actually implement a way to influence our habits ..
","Reviewed in India on 26 September 2021","Worth it! A must read..",5,"",0
"R13Y7WHUOZ4JRP","Netra","
  Learned a lot..... How to get rid of old bad habit and develop a new good habit by applying  technique.
","Reviewed in India on 26 July 2021","Very impactful",5,"",1
"R2G10HVRT6Q3L2","Kindle Customer","
  Not much interested in self help books, but this one not boring though, Review existing lifestyle and make tiny changes consistently without expecting immediate results.
","Reviewed in India on 22 March 2021","Worth the time reading.",4,"",0
"R2BOZYHXYIBI6P","Senthamil","
  There is really something in this  book.  People who needs change  in their behavior,  would found this book really helpful
","Reviewed in India on 19 December 2020","Really worth reading",5,"",0
"R3NVZNSVDSHP8H","shankar","
   Do not even think about this about book...you can blindly go for it and you can buy...little habits with great impacts for your lifetimes
","Reviewed in India on 14 June 2021","Supeer cool book",5,"https://images-na.ssl-images-amazon.com/images/I/C1qruc3E+0S.jpg",0
"R1RGXMF334ZR81","Amazon Customer","
  The product was delivered on time and the paper quality was fine as I expected it to be.They should provide bookmarks for the comfort of readers.You won't regret buying the book.Happy reading.
","Reviewed in India on 2 March 2021","Please provide bookmark.",5,"https://images-na.ssl-images-amazon.com/images/I/81kJIuHoqxL.jpg",0
"R33R390AS6M0QZ","Amazon Customer","
  Thanks to Ankur warikoo for recommending. It’s a fantastic book. While you are reading, it most definitely feels like the book is custom made for you.
","Reviewed in India on 30 January 2021","Awesome",5,"",0
"R222T8FTB7T9J0","Kindle Customer","
  A great book for everyone who want to build good habits and stick to them. The book provides good strategies for building the same. Recommended for everyone.
","Reviewed in India on 20 May 2020","Great Book",4,"",0
"R1YDG3T5G0750Z","VIKAS MEHRA","
  Brought @₹ 445. At this price im getting a cheap printing (fading) and paper quality.while book content is great.Giving one star for quality😡
","Reviewed in India on 27 June 2021","Light thin poor paper quality",1,"https://images-na.ssl-images-amazon.com/images/I/C1FCBashPUS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1ZfAhOu6jS.jpg",0
"RYE2AWMO4X1Z8","Maneesh kumar","
  It is a must book to read. Lots of information, you will get and it will be a game-changer . Must Buy .
","Reviewed in India on 2 September 2021","Awesome Books",5,"",0
"R3NHYDAWBM6UB","Akash M","
  It is nice book with some good examples. I have read Charles Duhigg's Power of Habits before and this book reinforces the idea of how powerful habits can be and that habits are more powerful than motivation which i found very useful in daily life. Recommended!
","Reviewed in India on 22 May 2019","Good book",5,"",0
"R2C8SV2I2ZXJNJ","malarvizhi","
  Very useful book .easy simple ways to start and maintain good habits and to get rid of bad habits.
","Reviewed in India on 26 December 2020","Great book",5,"",0
"R3DR08TCJ7L8B8","Educator","
  You should first read ""Power of Habit"" for understanding basic psychology of habit formation. Then opt for this amazing book. It is full of practical tools. You can implement from first day of reading.
","Reviewed in India on 27 June 2019","Best Book on Habit Change",5,"",0
"R3INL932VGXE96","elirose","
  I liked how the packaging was done it was perfect and delivery was also quick .The only thing that I didn't like was the quality of pages. I was disappointed with the quality.I'm excited to read this one!
","Reviewed in India on 2 January 2021","Good! Except the quality of pages.",4,"https://images-na.ssl-images-amazon.com/images/I/814heABJ7+L.jpg
https://images-na.ssl-images-amazon.com/images/I/81wgCwuDU4L.jpg
https://images-na.ssl-images-amazon.com/images/I/91AujAsZSOL.jpg",0
"RWWBSI2ZAGL52","Sa","
  The book provides a practical framework for creating habits based on research as well as real life examples. An interesting read for anyone trying to improve themselves.
","Reviewed in India on 16 June 2021","Practical",5,"",0
"R3R1TS0S1CBNIC","Alaknanda","
  Very good. 4 laws very well explained with several examples. One can find relevant example easily. Keep reading/referring for positive outcome.
","Reviewed in India on 29 September 2021","Very good to form new habits and break old bad ones",5,"",0
"R2CGVW9ERDGQMJ","S K Jain","
  Great work.
","Reviewed in India on 12 September 2021","Excellent book.",5,"",0
"R2GB28GIB0UH4T","Amazon Customer","
  Must read a power full book and one of the best books I have read
","Reviewed in India on 15 April 2021","The best book I have read so far",5,"",0
"R4Q2W6J6BTV7D","Vishnu Sharma","
  everybody should read this book to succeed in life.
","Reviewed in India on 15 November 2020","Life changing book",5,"",0
"R2RZC8JEGZZVIR","Umasai","
  Got a pirated copy... Printing is okay and paper quality is poor. Can't replace can't keep it in this pandemic...highly disappointed
","Reviewed in India on 13 June 2021","Got a pirated copy",1,"",0
"RB6OOYXIUXWQ7","Shumon","
  I am at a loss for words for describing this book. In addition, excellent English. The author's website and newsletters are top too. Thank you author.
","Reviewed in India on 17 December 2020","My #1 book",5,"",0
"R2L7TUHFJPC8AR","KaafiGalat","
  30 pages worth of amazing knowledge forcibly expanded to 300 pages.Advise you read/watch/ listen to a summary, coz the learning it's good.
","Reviewed in India on 22 September 2021","Extremely verbose",2,"",0
"R20UPB9H28NZ5V","Amazon Customer","
  Vry gd book to read...read it and keep it in mind ...meaningfull book...vry simple eng to follow for beginners..good book
","Reviewed in India on 18 December 2020","Good",5,"",0
"R2ADCI4FLO5NN4","Richa Arora","
  It's an amazing read for all those who wants to see real changes in themselves. Applying it in your daily life is the key. Explained every concept in easy to comprehend way.
","Reviewed in India on 2 September 2020","Must read",4,"",0
"R1QU3SJ60O06VH","Rajesh Malhotra ","
  Grab ur copy now .highly recommended.Change ur habits change your life. By taking even smaller steps consistently u can achieve ur goal.
","Reviewed in India on 18 May 2021","An exemplary fusion of creating a habit and sticking to it .Read this book 3 times and following its every single day. Must read for all",5,"",0
"RPG503R1YP8SD","Lambardar ji","
  Best of all... Must read it
","Reviewed in India on 11 December 2021","Rejuvnation of goal",5,"",0
"R527057PQYJE1","AVR","
  A must read in a busy life we all thinking busy and forget about live and life, it tells you what are you, and I can say that happened once in every 5 pages, simple a good book to read and apply in our day to day schedules,
","Reviewed in India on 16 October 2020","Excellent book",5,"",0
